eid	origin	source	name	slot	rarity	groups	mechanic	status	also_seen_in	dupe_count
E1942	cryptid	cryptid	Neon M	joker	Uncommon		Earns $0 at end of round, +$1 more per Jolly Joker or M Joker owned			0
E1943	cryptid	cryptid	Nice	joker	Rare		+420 Chips if played hand contains a 6 and a 9			0
E1944	cryptid	cryptid	Night	joker	Rare		^3 Mult on the final hand of the round, then self-destructs			0
E1945	cryptid	cryptid	Noisy	card_modifier			+0-30 Mult and +0-150 Chips (random each time)			0
E1946	cryptid	cryptid	Non Verisimile	joker	Exotic		When any probability check succeeds, gains XMult equal to its listed odds			0
E1947	cryptid	cryptid	None	poker_hand			0 Chips x 0 Mult; scored by playing a hand containing 0 cards			0
E1948	cryptid	cryptid	Nostalgic Arm	boss_blind			Must play 4 or fewer cards			0
E1949	cryptid	cryptid	Nostalgic Candy	joker	Epic		Sell this card to permanently gain +3 hand size			0
E1950	cryptid	cryptid	Nostalgic Deck	deck			Joker and Consumable slots are combined; Nostalgic Blinds replace their updated Blind		cryptid	1
E1951	cryptid	cryptid	Nostalgic Fish	boss_blind			All hands start with 1 Mult			0
E1952	cryptid	cryptid	Nostalgic Flint	boss_blind			No Flushes allowed			0
E1953	cryptid	cryptid	Nostalgic Googol Play Card	joker	Epic		Sell this card to create 2 copies of the leftmost Joker (excludes copying itself)			0
E1954	cryptid	cryptid	Nostalgic House	boss_blind			No Full Houses allowed			0
E1955	cryptid	cryptid	Nostalgic Invisible Joker	joker	Legendary		Duplicates a random Joker every 4 Jokers sold (excluding itself)			0
E1956	cryptid	cryptid	Nostalgic Manacle	boss_blind			Divides Mult by number of discards used			0
E1957	cryptid	cryptid	Nostalgic Mark	boss_blind			No hands containing a Pair allowed			0
E1958	cryptid	cryptid	Nostalgic Ox	boss_blind			All hands start with 0 Chips			0
E1959	cryptid	cryptid	Nostalgic Pillar	boss_blind			No Straights allowed			0
E1960	cryptid	cryptid	Nostalgic Serpent	boss_blind			Divides Mult by the level of the played poker hand			0
E1961	cryptid	cryptid	Number Blocks	joker	Epic		Earns $1 at end of round, +$1 more for each card of a rank (which changes every round) held in hand			0
E1962	cryptid	pokermon	Nuzlocke	challenge			Jokers no longer appear in shop, all Jokers are Eternal, 1 Joker slot (+1 per Boss Blind defeated up to 5), first shop of each Ante has a Buffoon Pack			0
E1963	cryptid	cryptid	Obsidian Orb	boss_blind			Applies the abilities of all previously defeated bosses			0
E1964	cryptid	cryptid	Oil Lamp	joker	Rare		Increases the values of the Joker to the right by X1.2 at end of round			0
E1965	cryptid	cryptid	Old Blueprint	joker	Common		Copies the ability of the Joker to the right; 1 in 4 chance it is destroyed at end of round			0
E1966	cryptid	cryptid	Old Membership Card	joker	Epic		+1 Chips per member in the Cryptid Discord server (live count)			0
E1967	cryptid	cryptid	On the Flip Side	joker	Uncommon		Double-Sided Jokers use their back side's effect instead of the front; retriggers all Double-Sided Jokers			0
E1968	cryptid	cryptid	One for All	joker	Epic		+1 Booster Pack slot, +1 hand size, +1 consumable slot, +1 card in shop, +1 voucher slot			0
E1969	cryptid	cryptid	Oversaturated	card_modifier			All values on this card are doubled, where possible			0
E1970	cryptid	cryptid	Oversaturated Tag	tag			Next base-edition shop Joker is free and becomes Oversaturated			0
E1971	cryptid	cryptid	Palette Cleanser Tag	tag			Removes a random sticker from a random Joker or playing card			0
E1972	cryptid	cryptid	Panopticon	joker	Common		All hands are considered the last hand of each round			0
E1973	cryptid	pokermon	Parenthood	challenge			Jokers no longer appear in shop, earn no Interest at end of round, 2 Joker Slots; starts with 2x Mystery Egg			0
E1974	cryptid	cryptid	Paved Joker	joker	Common		Stone Cards may fill gaps of 1 rank in Straights and Flushes			0
E1975	cryptid	cryptid	Penetrating Joker	joker	Common		+270 Chips if played hand contains a Clusterfuck/Cluster			0
E1976	cryptid	cryptid	Pickle	joker	Uncommon		When Blind is skipped, creates 3 Tags, reduced by 1 each time a Blind is selected			0
E1977	cryptid	cryptid	Pink Stake	stake			Required score scales faster for each Ante		cryptid	1
E1978	cryptid	cryptid	Pirate Dagger	joker	Uncommon		When Blind is selected, destroys Joker to the right and gains one-fourth of its sell value as XChips			0
E1979	cryptid	cryptid	Pity Prize	joker	Common		On skipping a Booster Pack, gain a random Tag			0
E1980	cryptid	cryptid	Pizza	joker	Rare		After 3 rounds, sells itself to create 6 Pizza Slices			0
E1981	cryptid	cryptid	Pizza Slice	joker	Rare		Gains X0.5 Mult when a Pizza Slice is sold			0
E1982	cryptid	cryptid	Platinum Stake	stake			Small Blinds are removed, leaving only 2 Blinds per Ante			0
E1983	cryptid	cryptid	Poor Joker	joker	Uncommon		Gains +4 Mult whenever a Rental card takes money from you			0
E1984	cryptid	cryptid	Pot of Jokes	joker	Rare		-2 hand size, increasing by 1 every round			0
E1985	cryptid	cryptid	Primus	joker	Exotic		Gains ^0.17 Mult if all cards in played hand are Aces, 2s, 3s, 5s, or 7s			0
E1986	cryptid	cryptid	Pumpkin	joker	Rare		Prevents Death if chips scored are at least 50% of required chips; turns into Carved Pumpkin when destroyed (removed)			0
E1987	cryptid	cryptid	Python	joker	Uncommon		Gains X0.15 Mult when a Code card is used			0
E1988	cryptid	cryptid	Quartz Stake	stake			30% chance for cards to have a Pinned sticker, keeping Jokers stuck at the leftmost position			0
E1989	cryptid	cryptid	Queen's Gambit	joker	Common		If played hand is a Royal Flush, destroys the scored Queen and creates a Negative Rare Joker			0
E1990	cryptid	pokermon	Randomizer	challenge			Pokemon Jokers evolve into random Pokemon Jokers			0
E1991	cryptid	cryptid	Red Bloon	joker	Common		Earns $20 after 2 rounds, then self-destructs			0
E1992	cryptid	cryptid	Redeemed Deck	deck			When a Voucher is purchased, also gain its extra tiers		cryptid	1
E1993	cryptid	cryptid	Redeo	joker	Exotic		-1 Ante when a rising money threshold (starting at $10) is spent, doubling exponentially after each use			0
E1994	cryptid	cryptid	Reverse Card	joker	Uncommon		Fills all empty Joker slots (max 100) with Holographic Jolly Jokers if the discarded poker hand is a Pair, then self-destructs			0
E1995	cryptid	cryptid	Rework Tag	tag			Shop has a Joker with the edition of whatever Joker ://REWORK destroyed			0
E1996	cryptid	cryptid	RNG	challenge			All Jokers are RNJoker			0
E1997	cryptid	cryptid	RNJoker	joker	Uncommon		Randomizes its ability every Ante			0
E1998	cryptid	cryptid	Rotten Egg	joker	Cursed		Sets sell value of all current and future Jokers to $1, reduces all Joker sell values by $1, and self-destructs after earning $10 total from Joker sales			0
E1999	cryptid	cryptid	Ruby Stake	stake			30% chance for Big Blinds to become a Boss Blind (still skippable)			0
E2000	cryptid	cryptid	Rush Hour I	challenge			All Boss Blinds are The Clock or Lavender Loop			0
E2001	cryptid	cryptid	Rush Hour II	challenge			All Boss Blinds are The Clock or Lavender Loop, all Blinds are Boss Blinds, and skipping is disabled			0
E2002	cryptid	cryptid	Rush Hour III	challenge			All Boss Blinds are The Clock or Lavender Loop scaling twice as fast, all Blinds are Boss Blinds, and skipping is disabled; deck gets +1 Jack of each suit, starts with Negative Eternal Hit the Road			0
E2003	cryptid	cryptid	Sacrifice	joker	Common		Creates an Uncommon Joker and 3 Jolly Jokers when a Spectral card is used, once per round			0
E2004	cryptid	pokermon	Safety First	challenge			Jokers and Energy cards no longer appear in shop, 3 Joker Slots; starts with Eternal Mudkip, Roggenrola, and Bronzor			0
E2005	cryptid	cryptid	Sapling	joker	Uncommon		After scoring 18 Enhanced cards, sells itself to create an Epic Joker (Rare if Epic Jokers disabled)			0
E2006	cryptid	cryptid	Sapphire Stake	stake			Lose 25% of current money (up to $10) at end of Ante			0
E2007	cryptid	cryptid	Sapphire Stamp	boss_blind			Select an extra card, then deselect a random card before scoring; selecting only 1 card permanently unlocks the None hand			0
E2008	cryptid	cryptid	Savvy Joker	joker	Common		+170 Chips if played hand contains a Five of a Kind			0
E2009	cryptid	cryptid	Scalae	joker	Exotic		Scaling Jokers scale as a degree-2 polynomial instead of linearly, raising the degree by 1 at end of round (excludes itself)			0
E2010	cryptid	cryptid	Schematic Tag	tag			Shop has a Brainstorm			0
E2011	cryptid	cryptid	Scope Tag	tag			+2 hands and discards next round			0
E2012	cryptid	cryptid	Scrabble Tile	joker	Uncommon		1 in 4 chance to create a Jolly Uncommon Joker when a hand is played			0
E2013	cryptid	cryptid	Seal Deck	deck			All playing cards have a chosen Seal and cannot change seals			0
E2014	cryptid	cryptid	Seal The Deal	joker	Uncommon		Adds a random seal to each card scored on the final hand of the round			0
E2015	cryptid	cryptid	Shrewd Joker	joker	Common		+150 Chips if played hand contains a Four of a Kind			0
E2016	cryptid	cryptid	Sob	joker	Epic		Creates a Negative Absolute Obelisk when acquired, and a regular Obelisk whenever almost anything happens while an open Joker slot exists			0
E2017	cryptid	cryptid	Sock and Sock	joker	Uncommon		Retriggers all played Abstract cards 1 time			0
E2018	cryptid	cryptid	Solo Card	challenge			Starts with $10 and a single Blue Seal Ace of Clubs plus a Popcorn Joker; many Jokers, packs, consumables, and tags are banned			0
E2019	cryptid	cryptid	Spectrogram	joker	Epic		Retriggers rightmost Joker once for every Echo card played and scored			0
E2020	cryptid	cryptid	Speculo	joker	Exotic		Creates a Negative copy of a random Joker at the end of the shop (does not copy other Speculo)			0
E2021	cryptid	cryptid	Spooky Deck	deck			Starts with an Eternal Chocolate Die; after each Ante, creates a Candy or Cursed Joker		cryptid	1
E2022	cryptid	cryptid	Spy	joker	Cursed		X0.5 Mult, +1 Joker slot; appears in shop disguised as another Joker and is revealed on purchase (removed)			0
E2023	cryptid	cryptid	Stardust	joker	Common		Other Polychrome cards each give X2 Mult			0
E2024	cryptid	cryptid	Starfruit	joker	Epic		^2 Mult, losing ^0.2 Mult per shop reroll			0
E2025	cryptid	cryptid	Stella Mortis	joker	Exotic		Destroys a random Planet card and gains ^0.4 Mult at the end of the shop			0
E2026	cryptid	cryptid	Sticker Deck	deck			All cards are a chosen Sticker			0
E2027	cryptid	cryptid	Sticker Sheet	challenge			All Jokers are simultaneously Eternal, Perishable, Rental, Pinned, and Banana; many Jokers banned			0
E2028	cryptid	cryptid	Sticker Sheet+	challenge			All purchasable items have every sticker applied; many Jokers banned			0
E2029	cryptid	cryptid	Subtle Joker	joker	Common		+240 Chips if played hand contains a Flush House			0
E2030	cryptid	cryptid	Suit Deck	deck			All playing cards are a chosen Suit and cannot change suits			0
E2031	cryptid	cryptid	Supercell	joker	Epic		X2 Chips, X2 Mult, earns $3 at end of round			0
E2032	cryptid	cryptid	SUS	joker	Rare		At end of round, creates a copy of a random card held in hand and destroys all others (Kings of Hearts prioritized)			0
E2033	cryptid	cryptid	Sync Catalyst	joker	Epic		Balances Chips and Mult (averages them)			0
E2034	cryptid	cryptid	Tax Fraud	joker	Rare		Gains $6 per Rental Joker owned at end of round			0
E2035	cryptid	cryptid	Tenebris	joker	Exotic		+25 Joker slots; earns $25 at end of round			0
E2036	cryptid	cryptid	Thalia and Melpomeme	joker	Legendary		X1 Mult for every pair of unique rarities among owned Jokers			0
E2037	cryptid	cryptid	The Box	boss_blind			All Common Jokers are debuffed			0
E2038	cryptid	cryptid	The Chromatic	boss_blind			x-1 Mult on every odd-numbered hand			0
E2039	cryptid	cryptid	The Clock	boss_blind			+0.1X blind requirement every 12 seconds spent this ante, multiplied by game speed			0
E2040	cryptid	cryptid	The Complete and Utter Annihilation of Everything That Makes Balatro Sacred	joker	Rare		^5.2 Mult if played hand contains The Entire Fucking Deck/The Entire Deck			0
E2041	cryptid	cryptid	The Decision	boss_blind			Fastens Jokers on play or discard; opens a Baneful Buffoon pack after the round			0
E2042	cryptid	cryptid	The Entire Fucking Deck/The Entire Deck	poker_hand			5.253e29 Chips x 5.253e28 Mult; requires a hand containing every card of a standard 52-card deck			0
E2043	cryptid	cryptid	The Greed	boss_blind			+0.25X base blind requirement per $5 held when selected			0
E2044	cryptid	cryptid	The Hammer	boss_blind			All cards with odd rank are debuffed			0
E2045	cryptid	cryptid	The Home	joker	Rare		X3.5 Mult if played hand contains a Full House		cryptid	1
E2046	cryptid	cryptid	The Joke	boss_blind			If score exceeds 2X requirement, sets ante to a multiple of the final ante			0
E2047	cryptid	cryptid	The Landlord	boss_blind			Applies Rental to a random Joker when a hand is played			0
E2048	cryptid	cryptid	The Magic	boss_blind			All cards with even rank are debuffed			0
E2049	cryptid	cryptid	The Pin	boss_blind			Jokers with Epic or higher rarity are debuffed			0
E2050	cryptid	cryptid	The Repulsor	boss_blind			Retriggers the rightmost and leftmost Jokers; all other Jokers do not trigger			0
E2051	cryptid	cryptid	The Scorch	boss_blind			Must play 5 cards; destroys played and discarded cards			0
E2052	cryptid	cryptid	The Shackle	boss_blind			All Negative Jokers are debuffed			0
E2053	cryptid	cryptid	The Striker	boss_blind			All Rare Jokers are debuffed			0
E2054	cryptid	cryptid	The Tax	boss_blind			Score per hand capped at 0.4X blind requirement			0
E2055	cryptid	cryptid	The Trick	boss_blind			After each hand, flips all face-up cards held in hand			0
E2056	cryptid	cryptid	The WHIP	joker	Uncommon		Gains X0.5 Mult if played hand contains a 2 and 7 of different suits			0
E2057	cryptid	cryptid	The Windmill	boss_blind			All Uncommon Jokers are debuffed			0
E2058	cryptid	cryptid	Tiny	joker	Epic		Creates a Double M tag if poker hand is a Pair			0
E2059	cryptid	cryptid	Translucent Joker	joker	Common		Sell this card to create a Banana Perishable copy of a random Joker			0
E2060	cryptid	cryptid	Treacherous Joker	joker	Common		+170 Chips if played hand contains an Ultimate Pair			0
E2061	cryptid	cryptid	Tredecim	joker	Exotic		Creates an M Joker at end of round; each Jolly/M Joker gives ^1.05 Mult, increasing by ^0.04 each time a Jolly Joker is sold (excludes itself)			0
E2062	cryptid	cryptid	Trick-or-Treat	joker	Uncommon		When sold, 3 in 4 chance to create 2 Candies, otherwise creates a Cursed Joker (can overflow)			0
E2063	cryptid	cryptid	Tricksy Joker	joker	Common		+170 Chips if played hand contains a Straight Flush			0
E2064	cryptid	cryptid	Triple Tag	tag			Gives 2 copies of the next selected non-copying Tag		cryptid	2
E2065	cryptid	cryptid	Triplet Rhythm	joker	Common		X3 Mult if scoring hand contains exactly three 3s			0
E2066	cryptid	cryptid	Tropical Smoothie	joker	Rare		Sell this card to multiply the values of owned Jokers by 1.5			0
E2067	cryptid	cryptid	Turquoise Tornado	boss_blind			2 in 3 chance for a played hand to not score			0
E2068	cryptid	cryptid	Twilight Stake	stake			30% chance for cards to have a Banana sticker (1 in 10 chance of being destroyed each round)			0
E2069	cryptid	cryptid	Ultimate Pair	poker_hand			220 Chips x 22 Mult; requires two Two Pairs where each Two Pair is a single suit, across two suits total			0
E2070	cryptid	cryptid	Undefined Joker	joker	Common		+5 Mult if played hand is None		cryptid	1
E2071	cryptid	cryptid	Universe	joker	Rare		Other Astral cards each give ^1.2 Mult			0
E2072	cryptid	cryptid	Universum	joker	Exotic		Poker hands gain X2 Mult and X2 Chips when leveled up			0
E2073	cryptid	cryptid	Unjust Dagger	joker	Uncommon		When Blind is selected, destroys Joker to the left and gains one-fifth of its sell value as XMult			0
