id,name,status,approved_effect,slot,class,family,class_group,variant,was_recommended,answer_state,owner_note,one_line_summary,provenance,option_a,option_b,option_c
Q0970,Platinum Stake,unanswered,,rule,T5,T - Cross-show & meta,T5 - Ascension / stake modifiers,,,,,Fewer shows per tier,cryptid,"Difficulty: the small shows are removed, leaving fewer chances to earn per tier","Difficulty: the small shows are removed, and the remaining ones pay more","Difficulty: one show per tier is removed, and you choose which"
Q0971,Purple Stake,unanswered,,rule,T5,T - Cross-show & meta,T5 - Ascension / stake modifiers,,,,,The goal climbs faster,balatro,The score needed scales up faster with each town,"The score needed scales up faster, and the reward scales with it","The score needed scales faster, and you may spend fame to flatten the curve for one town"
Q0972,Dynasty save bonus,unanswered,,rule,T6,T - Cross-show & meta,T6 - Once per profile,,,,,A bonus for finishing again,DESIGN_REFERENCES.md §A12 Australia & Oceania,A standing bonus for consecutive finished tours in one save file,"A standing bonus for consecutive finished tours, reset by any failed run","A standing bonus per finished tour, which never resets but grows more slowly each time"
Q0973,Seasonal crown,unanswered,,rule,T6,T - Cross-show & meta,T6 - Once per profile,,,,,A title held until someone takes it,DESIGN_REFERENCES.md §A14 The Caribbean & Central America,A per-season champion title carried between runs until beaten,A per-season champion title that grants a standing bonus while held,"A per-season title that grants a bonus while held, and the bonus grows the longer you hold it"
Q0974,The Birdman Race,unanswered,,rule,T6,T - Cross-show & meta,T6 - Once per profile,,,,,First to claim it holds it,DESIGN_REFERENCES.md §A12 Australia & Oceania,A seasonal first-to-claim contest whose winning card holds a title for the whole tour,A seasonal contest whose winning card holds a title granting a standing bonus until another card takes it,"A seasonal contest that can be re-contested at any town, with the title changing hands"
Q0975,The Ghost Show,unanswered,,rule,T6,T - Cross-show & meta,T6 - Once per profile,,,,,Only findable at the right hour,DESIGN_RECOMMENDATIONS.md §10 Secrets & Mysteries,A secret card findable only in the menu after real-world midnight,"A secret card findable only at a specific real-world hour, differing per profile",A secret card findable only under a real-world condition the game never states
Q0976,The Rope Trick,unanswered,,skill,T6,T - Cross-show & meta,T6 - Once per profile,,,,,Only real once the rumour is true,DESIGN_REFERENCES.md §A7 India & South Asia,Exists only in rumour and can never be drawn until a hidden condition makes it real,"Exists only in rumour until a hidden condition makes it real, at which point it is added to every future run","Exists only in rumour; each run raises the chance it becomes real, and it stays real once it does"
Q0977,The Screwjob,unanswered,,rule,T6,T - Cross-show & meta,T6 - Once per profile,,,,,"The rules betray you, once",DESIGN_REFERENCES.md §F2 Kayfabe & Sports Entertainment,"Once per profile, a rule card turns on you at the worst moment, legally by its own text","Once per run, a rule card turns on you at the worst moment","Once per profile, a rule card turns on you; surviving the show it happens in unlocks a reward"
Q0978,Connect 4 mini-mode,unanswered,,rule,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,Four in a row,random potential effects.csv:6,A Connect-4 minigame mode played with placed cards,"A Connect-4 side objective running alongside normal play, paying a bonus for four of a suit in a line",A Connect-4 minigame where the town places against you on the same grid
Q0979,Cups and balls minigame,unanswered,,rule,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,Find the ball,DESIGN_REFERENCES.md §A1 The Ancient World,A three-card shuffle minigame available in shops and events,"A three-card shuffle minigame in shops and events, where guessing right upgrades the card you find","A three-card shuffle minigame whose difficulty rises each time you win it, with the reward rising too"
Q0980,Fishing minigame card,unanswered,,skill,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,Fish a card out of the deck,random potential effects.csv:7,Place this card over the deck to play a fishing minigame for a card from it,"Place this card over the deck to fish; the harder the fish, the better the card","Place this card over the deck to fish, with one attempt per show and a chance of losing the card instead"
Q0981,Forbidden-solitaire event mode,unanswered,,rule,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,Click cards straight into hand,DESIGN_DOC.md §21 Events & Encounters,Event mode: clicking a card sends it directly to your hand rather than the grid,"Event mode: clicking a card sends it to your hand, and the hand is scored as a single poker hand at the end","Event mode: clicking a card sends it to your hand, and you may return one per turn to the board"
Q0982,Karuta duel,unanswered,,rule,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,First to spot it,DESIGN_REFERENCES.md §A6 Japan,A speed-pick minigame where the first correct click takes the reward,A speed-pick minigame where each correct click is worth more than the last,A speed-pick minigame where a wrong click costs you the round
Q0983,Mini Metro mode,unanswered,,rule,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,Straights become lines on a map,random potential effects.csv:22,"The ends of straights become stations joined by their straight, and must serve passengers over a number of turns","The ends of straights become stations; each new straight extends the network, and the network's size is the score",The ends of straights become stations that must be connected into a single network before the show ends
Q0984,The Arcade,unanswered,,rule,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,A node full of small games,"DESIGN_REFERENCES.md §E The Fairground, Midway & Business",Map node: play solitaire-variant minigames for tickets,"Map node: play solitaire-variant minigames for tickets, with harder variants paying more","Map node: play a minigame chosen from three, each tied to a different reward type"
Q0985,The Box Theater,unanswered,,skill,U1,U - Minigames & alternate win conditions,U1 - Trigger a minigame,,,,,A show inside the card,"DESIGN_REFERENCES.md §A15 Iberia, Nordics & Eastern Europe","Cue: run a one-card mini-submit inside this card, scoring it separately",Cue: run a one-card mini-submit inside this card; the result is added to whichever line scores next,"Cue: run a mini-submit inside this card using the whole Entrance, scoring it separately"
Q0986,Collect number cards to progress,unanswered,,rule,U2,U - Minigames & alternate win conditions,U2 - Alternate win condition,,,,,"Collect the numbers, then face the faces",gam draft.txt:46,"Win by collecting every number card, which unlocks a final stage against the face cards","Win by collecting every number card of one suit, then facing that suit's face cards",Win by collecting every number card; face cards cannot be scored until you have
Q0987,Dispute settled by performance,unanswered,,rule,U2,U - Minigames & alternate win conditions,U2 - Alternate win condition,,,,,"Settled by performance, not points",DESIGN_REFERENCES.md §A16 Africa & the Arctic,Show variant: a town dispute is settled by performance rather than by score,"Show variant: a town dispute is settled by which side scores the more varied board, not the higher one","Show variant: a dispute is settled by matching a formation the town names, not by score at all"
Q0988,Hard cap on flush win-con plays,unanswered,,rule,U2,U - Minigames & alternate win conditions,U2 - Alternate win condition,,,,,"Win by a flush, but only so often",gam draft.txt:507,"Alternate win: a single flush wins the show, with a hard cap on how many flushes a run may ever play","Alternate win: a single flush wins, and the cap falls by one each time you use it","Alternate win: a flush wins, and the required flush grows longer each time you win that way"
Q0989,Judged-category scoring,unanswered,,rule,U2,U - Minigames & alternate win conditions,U2 - Alternate win condition,,,,,"Graded in categories, not totals",DESIGN_REFERENCES.md §A11 South America,"Show: formation, suit variety and stamps are graded as separate scored categories rather than one total","Show: three categories are graded separately, and you must pass two of the three","Show: three categories are graded separately, and only your weakest category counts"
Q0990,The Balance,unanswered,,rule,U2,U - Minigames & alternate win conditions,U2 - Alternate win condition,,,,,Final-tier boss: cannot be beaten by score; win by ending the show with row total and column total within 10% of each other,CARD_CATALOG,Final boss: score cannot beat it; win by ending the show with the row total and the column total within 10% of each other,"Final boss: win by ending the show with the row and column totals within 10% of each other, while still meeting a reduced goal",Final boss: win by ending with every grid's score within 10% of every other grid's
Q0991,The Demolition Show,unanswered,,rule,U2,U - Minigames & alternate win conditions,U2 - Alternate win condition,,,,,"Score by destroying, not by playing",DESIGN_REFERENCES.md §F6 Film Stunts & Spectacle Sports,"Show: discarding scores points per card destroyed, and normal play scores nothing","Show: discarding scores points per card destroyed, alongside normal scoring","Show: discarding scores per card destroyed, and the goal is a count of cards rather than a score"
